system   D            wsystem.c:583  maybe_parent_dir                 [   0.00333] Also searching C:\Users\Marcin\Desktop\Reversi\
display  D   display_settings.c:486  _al_score_display_settings       [   0.11313] Score is : 641
display  D   display_settings.c:486  _al_score_display_settings       [   0.11316] Score is : 609
display  D   display_settings.c:486  _al_score_display_settings       [   0.11318] Score is : 598
display  D   display_settings.c:486  _al_score_display_settings       [   0.11321] Score is : 593
display  D   display_settings.c:486  _al_score_display_settings       [   0.11324] Score is : 589
display  D   display_settings.c:486  _al_score_display_settings       [   0.11326] Score is : 587
display  D   display_settings.c:486  _al_score_display_settings       [   0.11329] Score is : 586
display  D   display_settings.c:486  _al_score_display_settings       [   0.11331] Score is : 585
display  D   display_settings.c:357  _al_score_display_settings       [   0.11334] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11336] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11339] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11342] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11344] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11347] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11350] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11352] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11355] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11359] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11361] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11364] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11367] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11369] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11372] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11375] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11377] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11380] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11383] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11386] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11388] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11391] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11394] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11396] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11399] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11401] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11404] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11407] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11409] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11412] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11415] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11417] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11420] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11423] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11425] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11428] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11430] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11433] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11436] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11438] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11441] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11444] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11446] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11449] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11452] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11454] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11457] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11460] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11462] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11465] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11468] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11470] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11473] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11476] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11478] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11481] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11484] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11486] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.11489] Single Buffer requirement not met.
